Categoria;Cidade;Pais;Customer Name;Data do Pedido;Código Nota Fiscal;Código Postal;Nome do Produto;Região;Segmento;Data de Envio;Tipo de Envio;Status do Envio;Estado;Subcategoria;Desconto %;Lucro;Quantidade;Valor da venda
Móveis;Miami;United States;Ryan Akin;29/08/2014;CA-2014-169775;33178;Balt Solid Wood Rectangular Table;Sul;Pessoa Física;02/09/2014;Correios;Envio tardio;Florida;Tables;0,45;-111;3;174
Materiais de Escritório;Florence;United States;Corey-Lock;29/06/2016;CA-2016-140543;29501;Fellowes Bankers Box Stor/Drawer Steel Plus;Sul;Pessoa Física;03/07/2016;Correios;Envio tardio;South Carolina;Storage;0,00;19;6;192
Tecnologia;Detroit;United States;Dianna Wilson;20/08/2016;CA-2016-151141;48205;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";Central;Pequenas Empresas;23/08/2016;Urgente;Envio tardio;Michigan;Phones;0,00;4;2;15
Materiais de Escritório;Springfield;United States;Damala Kotsonis;21/10/2017;CA-2017-167094;97477;Xerox 218;Oeste;Corporativo;22/10/2017;Urgente;Enviado no dia;Oregon;Paper;0,20;2;1;5
Móveis;Springfield;United States;Damala Kotsonis;21/10/2017;CA-2017-167094;97477;Global Comet Stacking Armless Chair;Oeste;Corporativo;22/10/2017;Urgente;Enviado no dia;Oregon;Chairs;0,20;48;2;478
Tecnologia;Springfield;United States;Damala Kotsonis;21/10/2017;CA-2017-167094;97477;Memorex Froggy Flash Drive 8 GB;Oeste;Corporativo;22/10/2017;Urgente;Enviado no dia;Oregon;Accessories;0,20;7;2;28
Materiais de Escritório;Indianapolis;United States;Michael Dominguez;21/10/2017;CA-2017-154410;46203;SAFCO Boltless Steel Shelving;Central;Corporativo;24/10/2017;Urgente;Envio tardio;Indiana;Storage;0,00;9;8;909
Materiais de Escritório;Apopka;United States;Roy Phan;17/05/2016;US-2016-150567;32712;Pressboard Hanging Data Binders for Unburst Sheets;Sul;Corporativo;21/05/2016;Padrão;Enviado com antecedência;Florida;Binders;0,70;-2;2;3
Materiais de Escritório;Apopka;United States;Roy Phan;17/05/2016;US-2016-150567;32712;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;Sul;Corporativo;21/05/2016;Padrão;Enviado com antecedência;Florida;Binders;0,70;-22;6;27
Móveis;Los Angeles;United States;Rick Wilson;03/02/2015;CA-2015-157959;90008;Hand-Finished Solid Wood Document Frame;Oeste;Corporativo;04/02/2015;Urgente;Enviado no dia;California;Furnishings;0,00;41;4;137
Móveis;Oceanside;United States;Duane Benoit;18/12/2017;CA-2017-105886;11572;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;Leste;Pessoa Física;23/12/2017;Padrão;Enviado com antecedência;New York;Furnishings;0,00;9;2;19
Tecnologia;Los Angeles;United States;Stewart Carmichael;15/11/2016;CA-2016-105963;90008;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;Oeste;Corporativo;22/11/2016;Padrão;Envio tardio;California;Accessories;0,00;41;3;99
Materiais de Escritório;Houston;United States;Frank Hawley;03/07/2017;CA-2017-121503;77041;Xerox 1891;Central;Corporativo;06/07/2017;Correios;Enviado no dia;Texas;Paper;0,20;92;7;274
Tecnologia;Houston;United States;Frank Hawley;03/07/2017;CA-2017-121503;77041;Hewlett-Packard Deskjet 5550 Printer;Central;Corporativo;06/07/2017;Correios;Enviado no dia;Texas;Machines;0,40;50;3;597
Tecnologia;Roswell;United States;Erica Hackney;15/01/2014;CA-2014-103366;30076;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Sul;Pessoa Física;17/01/2014;Urgente;Envio tardio;Georgia;Accessories;0,00;66;5;150
Materiais de Escritório;Boynton Beach;United States;Ann Steele;30/04/2017;CA-2017-124597;33437;Avery 474;Sul;Pequenas Empresas;05/05/2017;Padrão;Enviado com antecedência;Florida;Labels;0,20;2;2;5
Materiais de Escritório;Boynton Beach;United States;Ann Steele;30/04/2017;CA-2017-124597;33437;Staples in misc. colors;Sul;Pequenas Empresas;05/05/2017;Padrão;Enviado com antecedência;Florida;Art;0,20;5;3;16
Materiais de Escritório;Boynton Beach;United States;Ann Steele;30/04/2017;CA-2017-124597;33437;Avery 499;Sul;Pequenas Empresas;05/05/2017;Padrão;Enviado com antecedência;Florida;Labels;0,20;4;3;12
Materiais de Escritório;Franklin;United States;Helen Abelman;08/11/2015;CA-2015-105634;2038;American Pencil;Leste;Pessoa Física;14/11/2015;Padrão;Enviado no dia;Massachusetts;Art;0,00;3;5;12
Tecnologia;Detroit;United States;Cathy Hwang;30/10/2015;CA-2015-123673;48227;Panasonic KX T7736-B Digital phone;Central;Pequenas Empresas;01/11/2015;Correios;Enviado com antecedência;Michigan;Phones;0,00;75;2;300
Materiais de Escritório;Watertown;United States;Edward Hooks;17/08/2017;US-2017-111423;13601;GBC DocuBind TL200 Manual Binding Machine;Leste;Corporativo;19/08/2017;Urgente;Envio tardio;New York;Binders;0,20;302;5;896
Móveis;Watertown;United States;Edward Hooks;17/08/2017;US-2017-111423;13601;Global Commerce Series Low-Back Swivel/Tilt Chairs;Leste;Corporativo;19/08/2017;Urgente;Envio tardio;New York;Chairs;0,10;98;2;463
Materiais de Escritório;Reading;United States;Mary Zewe;03/10/2015;CA-2015-125178;19601;Staple magnet;Leste;Corporativo;09/10/2015;Padrão;Enviado no dia;Pennsylvania;Storage;0,20;2;2;15
Tecnologia;Arlington;United States;Scot Coram;08/07/2016;CA-2016-156685;76017;Cisco SPA 502G IP Phone;Central;Corporativo;10/07/2016;Correios;Enviado com antecedência;Texas;Phones;0,20;108;9;864
Materiais de Escritório;Arlington;United States;Scot Coram;08/07/2016;CA-2016-156685;76017;Newell 345;Central;Corporativo;10/07/2016;Correios;Enviado com antecedência;Texas;Art;0,20;4;3;48
Materiais de Escritório;San Diego;United States;Naresj Patel;05/12/2017;CA-2017-126865;92024;Xerox 1960;Oeste;Pessoa Física;07/12/2017;Correios;Enviado com antecedência;California;Paper;0,00;42;3;93
Tecnologia;San Francisco;United States;Lindsay Williams;09/03/2017;CA-2017-102834;94110;Logitech Wireless Headset h800;Oeste;Corporativo;13/03/2017;Padrão;Enviado com antecedência;California;Accessories;0,00;70;2;200
Tecnologia;Los Angeles;United States;Greg Matthias;09/06/2016;US-2016-139710;90045;Avaya 4621SW VoIP phone;Oeste;Pessoa Física;15/06/2016;Padrão;Enviado no dia;California;Phones;0,20;20;3;177
Materiais de Escritório;Denver;United States;Rick Hansen;28/11/2017;CA-2017-121538;80219;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;Oeste;Pessoa Física;01/12/2017;Urgente;Envio tardio;Colorado;Paper;0,20;31;2;89
Materiais de Escritório;Seattle;United States;Valerie Mitchum;16/03/2017;US-2017-101539;98105;Xerox 214;Oeste;Pequenas Empresas;18/03/2017;Correios;Enviado com antecedência;Washington;Paper;0,00;3;1;6
Materiais de Escritório;Seattle;United States;Valerie Mitchum;16/03/2017;US-2017-101539;98105;Safco Commercial Shelving;Oeste;Pequenas Empresas;18/03/2017;Correios;Enviado com antecedência;Washington;Storage;0,00;2;1;47
Tecnologia;Seattle;United States;Valerie Mitchum;16/03/2017;US-2017-101539;98105;Mitel MiVoice 5330e IP Phone;Oeste;Pequenas Empresas;18/03/2017;Correios;Enviado com antecedência;Washington;Phones;0,20;49;3;660
Tecnologia;Scottsdale;United States;Craig Carreira;27/11/2016;CA-2016-152121;85254;Motorola Moto X;Oeste;Pessoa Física;29/11/2016;Correios;Enviado com antecedência;Arizona;Phones;0,20;24;1;272
Móveis;Lafayette;United States;Seth Vernon;06/08/2017;CA-2017-161200;70506;O'Sullivan 2-Shelf Heavy-Duty Bookcases;Sul;Pessoa Física;10/08/2017;Correios;Envio tardio;Louisiana;Bookcases;0,00;23;3;146
Móveis;Lafayette;United States;Seth Vernon;06/08/2017;CA-2017-161200;70506;Longer-Life Soft White Bulbs;Sul;Pessoa Física;10/08/2017;Correios;Envio tardio;Louisiana;Furnishings;0,00;7;5;15
Materiais de Escritório;San Francisco;United States;Lindsay Williams;27/11/2017;CA-2017-101245;94109;Tops White Computer Printout Paper;Oeste;Corporativo;03/12/2017;Padrão;Enviado no dia;California;Paper;0,00;115;5;245
Tecnologia;San Francisco;United States;Lindsay Williams;27/11/2017;CA-2017-101245;94109;Enermax Briskie RF Wireless Keyboard and Mouse Combo;Oeste;Corporativo;03/12/2017;Padrão;Enviado no dia;California;Accessories;0,00;60;8;166
Móveis;San Francisco;United States;Nora Pelletier;25/05/2015;CA-2015-141768;94109;Ultra Door Push Plate;Oeste;Pequenas Empresas;27/05/2015;Correios;Enviado com antecedência;California;Furnishings;0,00;5;3;15
Materiais de Escritório;Broomfield;United States;Joe Elijah;08/07/2016;CA-2016-112109;80020;GBC Twin Loop Wire Binding Elements;Oeste;Pessoa Física;12/07/2016;Padrão;Enviado com antecedência;Colorado;Binders;0,70;-13;2;20
Materiais de Escritório;Broomfield;United States;Joe Elijah;08/07/2016;CA-2016-112109;80020;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";Oeste;Pessoa Física;12/07/2016;Padrão;Enviado com antecedência;Colorado;Storage;0,20;-1;7;33
Materiais de Escritório;Broomfield;United States;Joe Elijah;08/07/2016;CA-2016-112109;80020;Wilson Jones Active Use Binders;Oeste;Pessoa Física;12/07/2016;Padrão;Enviado com antecedência;Colorado;Binders;0,70;-6;4;9
Móveis;Broomfield;United States;Joe Elijah;08/07/2016;CA-2016-112109;80020;SAFCO Arco Folding Chair;Oeste;Pessoa Física;12/07/2016;Padrão;Enviado com antecedência;Colorado;Chairs;0,20;75;3;663
Materiais de Escritório;Quincy;United States;Cathy Prescott;29/08/2017;CA-2017-144064;62301;Avery 505;Central;Corporativo;01/09/2017;Urgente;Envio tardio;Illinois;Labels;0,20;18;4;47
Materiais de Escritório;Quincy;United States;Cathy Prescott;29/08/2017;CA-2017-144064;62301;Advantus Rolling Storage Box;Central;Corporativo;01/09/2017;Urgente;Envio tardio;Illinois;Storage;0,20;2;2;27
Materiais de Escritório;Quincy;United States;Cathy Prescott;29/08/2017;CA-2017-144064;62301;Wilson Jones Easy Flow II Sheet Lifters;Central;Corporativo;01/09/2017;Urgente;Envio tardio;Illinois;Binders;0,80;-5;9;3
Tecnologia;Carrollton;United States;Erin Ashbrook;20/06/2016;CA-2016-108581;75007;Logitech Trackman Marble Mouse;Central;Corporativo;26/06/2016;Padrão;Enviado no dia;Texas;Accessories;0,20;26;4;96
Materiais de Escritório;Carrollton;United States;Erin Ashbrook;20/06/2016;CA-2016-108581;75007;Xerox 206;Central;Corporativo;26/06/2016;Padrão;Enviado no dia;Texas;Paper;0,20;4;2;10
Materiais de Escritório;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;Newell 324;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Art;0,00;6;2;23
Móveis;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;DAX Cubicle Frames - 8x10;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Furnishings;0,00;3;2;12
Móveis;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;Bush Advantage Collection Racetrack Conference Table;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Tables;0,40;-93;1;255
Materiais de Escritório;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;Fellowes Basic Home/Office Series Surge Protectors;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Appliances;0,00;4;1;13
Materiais de Escritório;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;"ACCOHIDE 3-Ring Binder, Blue, 1""";Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Binders;0,20;9;8;26
Tecnologia;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;Cisco SPA508G;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Phones;0,00;57;3;198
Materiais de Escritório;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;Avery 518;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Labels;0,00;9;6;19
Móveis;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;Global Commerce Series High-Back Swivel/Tilt Chairs;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Chairs;0,10;214;5;1.282
Materiais de Escritório;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;BIC Brite Liner Grip Highlighters;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Art;0,00;2;3;5
Tecnologia;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;WD My Passport Ultra 2TB Portable External Hard Drive;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Accessories;0,00;38;2;238
Tecnologia;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Accessories;0,00;40;3;168
Materiais de Escritório;New York City;United States;Ann Chong;02/09/2017;CA-2017-157987;10009;Xerox 1962;Leste;Corporativo;06/09/2017;Padrão;Enviado com antecedência;New York;Paper;0,00;8;4;17
Materiais de Escritório;Springfield;United States;Robert Waldorf;10/09/2017;CA-2017-110905;65807;3M Organizer Strips;Central;Pessoa Física;15/09/2017;Correios;Envio tardio;Missouri;Binders;0,00;8;3;16
Materiais de Escritório;Springfield;United States;Robert Waldorf;10/09/2017;CA-2017-110905;65807;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;Central;Pessoa Física;15/09/2017;Correios;Envio tardio;Missouri;Appliances;0,00;15;3;34
Tecnologia;Springfield;United States;Robert Waldorf;10/09/2017;CA-2017-110905;65807;Logitech G105 Gaming Keyboard;Central;Pessoa Física;15/09/2017;Correios;Envio tardio;Missouri;Accessories;0,00;53;5;297
Tecnologia;Springfield;United States;Robert Waldorf;10/09/2017;CA-2017-110905;65807;Imation Clip USB flash drive - 8 GB;Central;Pessoa Física;15/09/2017;Correios;Envio tardio;Missouri;Accessories;0,00;7;6;113
Materiais de Escritório;Springfield;United States;Robert Waldorf;10/09/2017;CA-2017-110905;65807;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;Central;Pessoa Física;15/09/2017;Correios;Envio tardio;Missouri;Binders;0,00;7;3;14
Materiais de Escritório;Springfield;United States;Robert Waldorf;10/09/2017;CA-2017-110905;65807;Xerox 1970;Central;Pessoa Física;15/09/2017;Correios;Envio tardio;Missouri;Paper;0,00;12;5;25
Materiais de Escritório;Springfield;United States;Robert Waldorf;10/09/2017;CA-2017-110905;65807;Fellowes Stor/Drawer Steel Plus Storage Drawers;Central;Pessoa Física;15/09/2017;Correios;Envio tardio;Missouri;Storage;0,00;17;3;286
Materiais de Escritório;Springfield;United States;Robert Waldorf;10/09/2017;CA-2017-110905;65807;Acco 6 Outlet Guardian Standard Surge Suppressor;Central;Pessoa Física;15/09/2017;Correios;Envio tardio;Missouri;Appliances;0,00;7;2;24
Tecnologia;Paterson;United States;Dean Braden;21/12/2017;CA-2017-165841;7501;Jabra SPEAK 410;Leste;Pessoa Física;28/12/2017;Padrão;Envio tardio;New Jersey;Phones;0,00;79;3;282
Materiais de Escritório;Paterson;United States;Dean Braden;21/12/2017;CA-2017-165841;7501;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";Leste;Pessoa Física;28/12/2017;Padrão;Envio tardio;New Jersey;Supplies;0,00;20;5;70
Materiais de Escritório;Paterson;United States;Dean Braden;21/12/2017;CA-2017-165841;7501;Xerox 1913;Leste;Pessoa Física;28/12/2017;Padrão;Envio tardio;New Jersey;Paper;0,00;80;3;166
Tecnologia;Tulsa;United States;Bill Donatelli;23/09/2017;CA-2017-117485;74133;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";Central;Pessoa Física;29/09/2017;Padrão;Enviado no dia;Oklahoma;Accessories;0,00;102;4;292
Materiais de Escritório;Chicago;United States;Max Ludwig;06/05/2017;CA-2017-140242;60623;Blackstonian Pencils;Central;Pequenas Empresas;11/05/2017;Padrão;Enviado com antecedência;Illinois;Art;0,20;1;3;6
Tecnologia;Chicago;United States;Max Ludwig;06/05/2017;CA-2017-140242;60623;"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB";Central;Pequenas Empresas;11/05/2017;Padrão;Enviado com antecedência;Illinois;Accessories;0,20;77;7;409
Materiais de Escritório;Chicago;United States;Joy Daniels;14/12/2014;CA-2014-148950;60610;Avery Heavy-Duty EZD View Binder with Locking Rings;Central;Pessoa Física;19/12/2014;Padrão;Enviado com antecedência;Illinois;Binders;0,80;-9;4;5
Materiais de Escritório;Chicago;United States;Joy Daniels;14/12/2014;CA-2014-148950;60610;Assorted Color Push Pins;Central;Pessoa Física;19/12/2014;Padrão;Enviado com antecedência;Illinois;Fasteners;0,20;0;2;3
Tecnologia;Chicago;United States;Joy Daniels;14/12/2014;CA-2014-148950;60610;Belkin Standard 104 key USB Keyboard;Central;Pessoa Física;19/12/2014;Padrão;Enviado com antecedência;Illinois;Accessories;0,20;-2;3;35
Materiais de Escritório;Montgomery;United States;Alan Schoenberger;18/10/2014;CA-2014-110408;36116;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;Sul;Corporativo;20/10/2014;Correios;Enviado com antecedência;Alabama;Storage;0,00;11;3;276
Tecnologia;Montgomery;United States;Alan Schoenberger;18/10/2014;CA-2014-110408;36116;Avaya IP Phone 1140E VoIP phone;Sul;Corporativo;20/10/2014;Correios;Enviado com antecedência;Alabama;Phones;0,00;363;5;1.395
Móveis;Montgomery;United States;Alan Schoenberger;18/10/2014;CA-2014-110408;36116;Global Wood Trimmed Manager's Task Chair, Khaki;Sul;Corporativo;20/10/2014;Correios;Enviado com antecedência;Alabama;Chairs;0,00;71;6;546
Materiais de Escritório;Salem;United States;Allen Armold;08/05/2015;CA-2015-109939;97301;Newell 321;Oeste;Pessoa Física;12/05/2015;Padrão;Enviado com antecedência;Oregon;Art;0,20;1;2;5
Móveis;Glendale;United States;Kean Takahito;14/04/2016;CA-2016-112669;85301;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;Oeste;Pessoa Física;14/04/2016;Mesmo dia;Enviado no dia;Arizona;Chairs;0,20;105;4;934
Materiais de Escritório;Glendale;United States;Kean Takahito;14/04/2016;CA-2016-112669;85301;Fellowes Personal Hanging Folder Files, Navy;Oeste;Pessoa Física;14/04/2016;Mesmo dia;Enviado no dia;Arizona;Storage;0,20;4;4;43
Materiais de Escritório;Columbus;United States;Muhammed MacIntyre;14/12/2015;CA-2015-119592;31907;3-ring staple pack;Sul;Corporativo;16/12/2015;Correios;Enviado com antecedência;Georgia;Binders;0,00;2;2;4
Tecnologia;Oklahoma City;United States;Nathan Gelder;03/12/2014;CA-2014-122749;73120;Jabra Supreme Plus Driver Edition Headset;Central;Pessoa Física;09/12/2014;Padrão;Enviado no dia;Oklahoma;Phones;0,00;134;4;480
Materiais de Escritório;Brentwood;United States;Laurel Workman;25/11/2014;CA-2014-164721;94513;Belkin F9G930V10-GRY 9 Outlet Surge;Oeste;Corporativo;27/11/2014;Correios;Enviado com antecedência;California;Appliances;0,00;93;6;321
Móveis;Brentwood;United States;Laurel Workman;25/11/2014;CA-2014-164721;94513;Staple-based wall hangings;Oeste;Corporativo;27/11/2014;Correios;Enviado com antecedência;California;Furnishings;0,00;11;3;24
Materiais de Escritório;Brentwood;United States;Laurel Workman;25/11/2014;CA-2014-164721;94513;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;Oeste;Corporativo;27/11/2014;Correios;Enviado com antecedência;California;Paper;0,00;12;4;27
Tecnologia;Columbus;United States;Christy Brittain;25/07/2016;CA-2016-147417;43229;Hewlett Packard LaserJet 3310 Copier;Leste;Pessoa Física;27/07/2016;Urgente;Envio tardio;Ohio;Copiers;0,40;192;4;1.440
Materiais de Escritório;Springfield;United States;Adam Shillingsburg;09/11/2015;CA-2015-127509;65807;Binder Posts;Central;Pessoa Física;13/11/2015;Padrão;Enviado com antecedência;Missouri;Binders;0,00;8;3;17
Móveis;Springfield;United States;Adam Shillingsburg;09/11/2015;CA-2015-127509;65807;Bevis Round Conference Table Top & Single Column Base;Central;Pessoa Física;13/11/2015;Padrão;Enviado com antecedência;Missouri;Tables;0,00;215;7;1.024
